Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
562;6;Esportes e Fitness;MLB-5265791338;800mlgarrafa Térmica Água Squeeze Inox Academiaquente E Frio;37,77;4,8;5504;https://produto.mercadolivre.com.br/MLB-5265791338-800mlgarrafa-termica-agua-squeeze-inox-academiaquente-e-frio-_JM;;;;
563;7;Esportes e Fitness;MLB37471588;100% Whey - Refil (900g) Max Titanium Sabor Cookies And Cream;119,00;4,8;47384;https://www.mercadolivre.com.br/100-whey-refil-900g-max-titanium-sabor-cookies-and-cream/p/MLB37471588;;;;
564;8;Esportes e Fitness;MLB36928985;Wey 3w Para Ganhar Massa Whey Hidrolisado Isolado 907g Sabor Chocolate;160,29;4,8;49825;https://www.mercadolivre.com.br/wey-3w-para-ganhar-massa-whey-hidrolisado-isolado-907g-sabor-chocolate/p/MLB36928985;;;;
565;9;Esportes e Fitness;MLB63292303;Garrafa Caramanhola Térmica P/ Bicicleta 700ml C/ Suporte Ab Cor Cold Vermelho;34,56;4,8;2841;https://www.mercadolivre.com.br/garrafa-caramanhola-termica-p-bicicleta-700ml-c-suporte-ab-cor-cold-vermelho/p/MLB63292303;;;;
567;11;Esportes e Fitness;MLB40183218;Whey Protein Concentrado 1kg Chocolate Branco Dark Lab;129,90;4,9;18200;https://www.mercadolivre.com.br/whey-protein-concentrado-1kg-chocolate-branco-dark-lab/p/MLB40183218;;;;
568;12;Esportes e Fitness;MLB12406686;Hipercalórico Anabolic Mass 28500 3kg Profit Labs Sabor Baunilha;67,80;4,8;46704;https://www.mercadolivre.com.br/hipercalorico-anabolic-mass-28500-3kg-profit-labs-sabor-baunilha/p/MLB12406686;;;;
569;13;Esportes e Fitness;MLB19571565;Creatina Monohidratada 100% Pura Pote 150g - Ftw Neutro;29,00;4,8;19423;https://www.mercadolivre.com.br/creatina-monohidratada-100-pura-pote-150g-ftw/p/MLB19571565;;;;
570;14;Esportes e Fitness;MLB46415411;Garrafa Térmica Quick Flip Stanley Lilac 710ml;364,97;4,9;9155;https://www.mercadolivre.com.br/garrafa-termica-quick-flip-stanley-lilac-710ml/p/MLB46415411;;;;
571;15;Esportes e Fitness;MLB-4967167410;Garrafa Térmica 1 Litro Com Termômetro Led Para Chás / Café;49,96;4,6;33881;https://produto.mercadolivre.com.br/MLB-4967167410-garrafa-termica-1-litro-com-termmetro-led-para-chas-cafe-_JM;;;;
572;16;Esportes e Fitness;MLB35692859;Combo 2x Omega 3 Epa Dha 120 Cápsulas ( 240 ) - Kit Vitafor Sabor Without Flavor;203,90;4,9;18121;https://www.mercadolivre.com.br/combo-2x-omega-3-epa-dha-120-capsulas-240-kit-vitafor-sabor-without-flavor/p/MLB35692859;;;;
573;17;Esportes e Fitness;MLB25942215;Haze Hardcore - Pré-treino 300g - Growth Supplements Sabor Uva;139,99;4,8;2634;https://www.mercadolivre.com.br/haze-hardcore-pre-treino-300g-growth-supplements-sabor-uva/p/MLB25942215;;;;
574;18;Esportes e Fitness;MLB18787453;Suplemento En Pó Profit Laboratórios Proteínas De Isolate Protein Mix Sabor Chocolate Ao Leite X 907g;78,90;4,6;34889;https://www.mercadolivre.com.br/suplemento-en-po-profit-laboratorios-proteinas-de-isolate-protein-mix-sabor-chocolate-ao-leite-x-907g/p/MLB18787453;;;;
593;1;Ferramentas;MLB54095569;Kit Jogo De Chave Catraca Soquete 46 Peças Combo Jogo Ferramentas Profissional Chave Fenda Philips Soquete 1/4 Em Aço Crv Resistente Completo Para Manutenção Carro Moto Casa Marca Indufer;29,99;4,5;58947;https://www.mercadolivre.com.br/kit-jogo-de-chave-catraca-soquete-46-pecas-combo-jogo-ferramentas-profissional-chave-fenda-philips-soquete-14-em-aco-crv-resistente-completo-para-manutenco-carro-moto-casa-marca-indufer/p/MLB54095569;;;;
594;2;Ferramentas;MLB38053317;Parafusadeira E Furadeira Impacto The Black Tools Tb-21pw 3/8 Cor Amarelo Frequência 50/60 Hz;159,90;4,7;22283;https://www.mercadolivre.com.br/parafusadeira-e-furadeira-impacto-the-black-tools-tb-21pw-38-cor-amarelo-frequncia-5060-hz/p/MLB38053317;;;;
595;3;Ferramentas;MLB16088394;Carga Para Lâmina De Barbear Gillette Mach3 Sensitive 20 U;169,00;4,9;28730;https://www.mercadolivre.com.br/carga-para-lmina-de-barbear-gillette-mach3-sensitive-20-u/p/MLB16088394;;;;
596;4;Ferramentas;MLB26607986;Climatizador Ar Frio Portátil Evaporativo 16 Litros Umidificador Ventisol Clin 16 Br/cz;445,00;4,6;15204;https://www.mercadolivre.com.br/climatizador-ar-frio-portatil-evaporativo-16-litros-umidificador-ventisol-clin-16-brcz/p/MLB26607986;;;;
597;5;Ferramentas;N/A;Parafusadeira Furadeira Sem Fio 48 2 Baterias 340w C/brocas Preto 127/220v;138,38;4,6;9832;https://www.mercadolivre.com.br/parafusadeira-furadeira-sem-fio-48-2-baterias-340w-cbrocas/up/MLBU2956886989;;;;
598;6;Ferramentas;N/A;Ventilador Soprador De Ar Turbo 130000 Rpm Sem Fio Portátil Preto 127/220v;59,90;4,6;218;https://www.mercadolivre.com.br/ventilador-soprador-de-ar-turbo-130000-rpm-sem-fio-portatil/up/MLBU3409793383;;;;
599;7;Ferramentas;MLB64230629;Kit Jogo De Ferramentas 40 Peças Profissional Peças Chave Fenda Philips Soquete 1em Aço Crv Resistente Completo Para Manutenção Carro Moto Casa Cinza;27,59;4,6;44594;https://www.mercadolivre.com.br/kit-jogo-de-ferramentas-40-pecas-profissional-pecas-chave-fenda-philips-soquete-1em-aco-crv-resistente-completo-para-manutenco-carro-moto-casa/p/MLB64230629;;;;
600;8;Ferramentas;MLB46454504;Serra Mármore 4.3/8 1300w C/ 2discos 4100nh3z Makita;399,99;4,9;22104;https://www.mercadolivre.com.br/serra-marmore-438-1300w-c-2discos-4100nh3z-makita/p/MLB46454504;;;;
601;9;Ferramentas;MLB31011453;Kit 48 Pilhas Alcalina Duracell Palito Aaa (12x4un);237,00;4,9;12359;https://www.mercadolivre.com.br/kit-48-pilhas-alcalina-duracell-palito-aaa-12x4un/p/MLB31011453;;;;
603;11;Ferramentas;MLB53197221;Kit Ferro De Solda 60w Estanho Com Fluxo De Solda Com Regulagem De Temperatura Profissional Several 127 Volts;36,30;4,8;7665;https://www.mercadolivre.com.br/kit-ferro-de-solda-60w-estanho-com-fluxo-de-solda-com-regulagem-de-temperatura-profissional-several-127-volts/p/MLB53197221;;;;
605;13;Ferramentas;MLB36520510;Lavadora De Alta Pressão Vonder Leve Lav1300 220v Amarela De 1.3kw Com 90bar De Pressão Máxima - 60hz;300,70;4,8;18455;https://www.mercadolivre.com.br/lavadora-de-alta-presso-vonder-leve-lav1300-220v-amarela-de-13kw-com-90bar-de-presso-maxima-60hz/p/MLB36520510;;;;
606;14;Ferramentas;MLB28329161;Pulverizador Simake Snow Foam Shampoozeira Manual 3 Em 1 Água Químicos E Espuma Cor Preto Alta Pressão Ideal Para Lavagem Automotiva Moto Bike Limpeza Profissional Vermelho;44,00;4,7;10208;https://www.mercadolivre.com.br/pulverizador-simake-snow-foam-shampoozeira-manual-3-em-1-agua-quimicos-e-espuma-cor-preto-alta-presso-ideal-para-lavagem-automotiva-moto-bike-limpeza-profissional/p/MLB28329161;;;;
607;15;Ferramentas;MLB54059291;Pulverizador Portátil Borrifador Manual Alta Pressão 2 Litros Wow World Of Wonders;26,90;4,6;8575;https://www.mercadolivre.com.br/pulverizador-portatil-borrifador-manual-alta-presso-2-litros-wow-world-of-wonders/p/MLB54059291;;;;
608;16;Ferramentas;MLB59413614;Kit Jogo De Soquetes 1/2 Polegadas Com Maleta Completo Cromado;159,00;4,8;12319;https://www.mercadolivre.com.br/kit-jogo-de-soquetes-12-polegadas-com-maleta-completo-cromado/p/MLB59413614;;;;
609;17;Ferramentas;MLB62981396;Kit Chaves Ferramentas Jogo Fenda Philips Catraca Soquete Allen 46 Peças Com Maleta Completa Manual Ideal Mecânico Manutenção Casa Carro Profissional Resistente Portátil Compacto Marca Vlx Vermelho;28,45;4,7;689;https://www.mercadolivre.com.br/kit-chaves-ferramentas-jogo-fenda-philips-catraca-soquete-allen-46-pecas-com-maleta-completa-manual-ideal-mecnico-manutenco-casa-carro-profissional-resistente-portatil-compacto-marca-vlx/p/MLB62981396;;;;
610;18;Ferramentas;MLB60850755;Multímetro Digital Profissional Multifunções Com Beep E Iluminação Display Lcd Elétrica E Eletrônica Alta Precisão Para Medir Voltagem Corrente Resistência E Continuidade Several Importados;29,95;4,8;1463;https://www.mercadolivre.com.br/multimetro-digital-profissional-multifuncoes-com-beep-e-iluminaco-display-lcd-eletrica-e-eletrnica-alta-preciso-para-medir-voltagem-corrente-resistncia-e-continuidade-several-importados/p/MLB60850755;;;;
612;20;Ferramentas;MLB58750255;Parafusadeira Furadeira 48v Profissional 2 Baterias Sem Fio Amarelo;135,21;4,7;1674;https://www.mercadolivre.com.br/parafusadeira-furadeira-48v-profissional-2-baterias-sem-fio-amarelo/p/MLB58750255;;;;
633;1;Festas e Lembrancinhas;MLB64157600;Bexiga Balões Pérola Metalizado Festa 50 Un  Nº9 Polegadas  Cor Preto;23,99;4,8;2630;https://www.mercadolivre.com.br/bexiga-baloes-perola-metalizado-festa-50-un-n9-polegadas-cor-preto/p/MLB64157600;;;;
634;2;Festas e Lembrancinhas;MLB32557842;Faqueiro Inox Tramontina Ipanema 30 Peças Jogo De Talheres Cor Vermelho;71,77;4,9;15434;https://www.mercadolivre.com.br/faqueiro-inox-tramontina-ipanema-30-pecas-jogo-de-talheres-cor-vermelho/p/MLB32557842;;;;
635;3;Festas e Lembrancinhas;MLB-5279922690;Kit 50 Un Balão Metalizado Bexiga Nº10 Festa Aniversário;23,99;4,8;5431;https://produto.mercadolivre.com.br/MLB-5279922690-kit-50-un-balo-metalizado-bexiga-n10-festa-aniversario-_JM;;;;
636;4;Festas e Lembrancinhas;MLB63859694;Bexiga Metalizada Balões Decoração 50 Un Nº9 Festa E Eventos Cor Violeta-escuro;23,99;4,7;2795;https://www.mercadolivre.com.br/bexiga-metalizada-baloes-decoraco-50-un-n9-festa-e-eventos-cor-violeta-escuro/p/MLB63859694;;;;
637;5;Festas e Lembrancinhas;MLB63956514;Kit 50 Balão Metalizado Bexiga N10 Festa Aniversário Evento Cor Misto;19,20;4,8;819;https://www.mercadolivre.com.br/kit-50-balo-metalizado-bexiga-n10-festa-aniversario-evento-cor-misto/p/MLB63956514;;;;
638;6;Festas e Lembrancinhas;MLB-1971608459;Bexiga Balão Liso 9 Polegadas 50 Unidades;19,05;4,8;4353;https://produto.mercadolivre.com.br/MLB-1971608459-bexiga-balo-liso-9-polegadas-50-unidades-_JM;;;;
639;7;Festas e Lembrancinhas;MLB23246066;Copo Americano Caixa Com 24 Unidades Nadir 190ml;38,97;4,7;8249;https://www.mercadolivre.com.br/copo-americano-caixa-com-24-unidades-nadir-190ml/p/MLB23246066;;;;
640;8;Festas e Lembrancinhas;MLB64318102;Kit 15 Copos Twister 500ml + 15 Baldes Pipoca 1,5l - Cinema Cor Pink;66,00;4,9;706;https://www.mercadolivre.com.br/kit-15-copos-twister-500ml-15-baldes-pipoca-15l-cinema-cor-pink/p/MLB64318102;;;;
641;9;Festas e Lembrancinhas;MLB37562821;Faqueiro Tramontina De Aço Inox Laguna 16 Peças Aço Inoxidável;89,99;4,9;5173;https://www.mercadolivre.com.br/faqueiro-tramontina-de-aco-inox-laguna-16-pecas/p/MLB37562821;;;;
642;10;Festas e Lembrancinhas;MLB55749764;Kit C/ 4un Cortina Metalizada Fitas Para Decoração Cor Prata;25,03;4,8;7437;https://www.mercadolivre.com.br/kit-c-4un-cortina-metalizada-fitas-para-decoraco-cor-prata/p/MLB55749764;;;;
643;11;Festas e Lembrancinhas;MLB32625686;50 Unidades Balão Bubble 24 Polegadas 60cm Transparente Top Liso;52,00;4,7;3088;https://www.mercadolivre.com.br/50-unidades-balo-bubble-24-polegadas-60cm-transparente-top/p/MLB32625686;;;;
644;12;Festas e Lembrancinhas;MLB-4668021988;Arco Romano Painel Desmontável Para Festa;78,90;4,7;7541;https://produto.mercadolivre.com.br/MLB-4668021988-arco-romano-painel-desmontavel-para-festa-_JM;;;;
645;13;Festas e Lembrancinhas;MLB-3467049177;Trio Capas De Cilindro Sublimado Liso Em Tecido;32,99;4,8;4336;https://produto.mercadolivre.com.br/MLB-3467049177-trio-capas-de-cilindro-sublimado-liso-em-tecido-_JM;;;;
646;14;Festas e Lembrancinhas;MLB34127268;50 Unidades Balão Bubble 18 Polegadas 45cm Transparente;35,90;4,8;3605;https://www.mercadolivre.com.br/50-unidades-balo-bubble-18-polegadas-45cm-transparente/p/MLB34127268;;;;
647;15;Festas e Lembrancinhas;MLB62622833;Kit 4 Cortina Metalizada Dourado Para Decoração Festa Evento Confraternização Com Fita Dupla Face Fácil Colagem;20,90;4,9;384;https://www.mercadolivre.com.br/kit-4-cortina-metalizada-dourado-para-decoraco-festa-evento-confraternizaco-com-fita-dupla-face-facil-colagem/p/MLB62622833;;;;
648;16;Festas e Lembrancinhas;MLB29937799;Guardanapo Papel Folha Dupla Nobby Pequeno 500 Fl Macio Branco;34,00;4,9;720;https://www.mercadolivre.com.br/guardanapo-papel-folha-dupla-nobby-pequeno-500-fl-macio/p/MLB29937799;;;;
649;17;Festas e Lembrancinhas;MLB-5198270976;Kit C/4 Cortinas Metalizada Lisa Franja Festa;21,33;4,9;3815;https://produto.mercadolivre.com.br/MLB-5198270976-kit-c4-cortinas-metalizada-lisa-franja-festa-_JM;;;;
650;18;Festas e Lembrancinhas;MLB-5752054490;Kit 50 Balão Metalizado Bexiga N10 Festa Aniversário Evento;19,20;4,8;819;https://produto.mercadolivre.com.br/MLB-5752054490-kit-50-balo-metalizado-bexiga-n10-festa-aniversario-evento-_JM;;;;
651;19;Festas e Lembrancinhas;MLB24097619;Balão Bubble Bolha Transparente 24 Pol Pacote Com 50 Und Liso;56,99;4,8;3763;https://www.mercadolivre.com.br/balo-bubble-bolha-transparente-24-pol-pacote-com-50-und/p/MLB24097619;;;;
652;20;Festas e Lembrancinhas;MLB29913761;Faqueiro Tramontina Búzios Cem Aço Inox Com Detalhe 24 Peças;73,00;4,8;7596;https://www.mercadolivre.com.br/faqueiro-tramontina-buzios-cem-aco-inox-com-detalhe-24-pecas/p/MLB29913761;;;;
673;1;Games;MLB50200776;Sony Playstation Store Gift Card R$ 100 (digital);100,00;5,0;27510;https://www.mercadolivre.com.br/sony-playstation-store-gift-card-r-100-digital/p/MLB50200776;;;;
674;2;Games;MLB18917848;Controle Dualsense Cfi-zct1 Sem Fio Ps5 Galactic Purple;649,99;4,9;39964;https://www.mercadolivre.com.br/controle-dualsense-cfi-zct1-sem-fio-ps5-galactic-purple/p/MLB18917848;;;;
675;3;Games;MLB18593688;Microsoft Controle Joystick Sem Fio X-box Series X E S Cor Preto;960,30;4,9;28089;https://www.mercadolivre.com.br/microsoft-controle-joystick-sem-fio-x-box-series-x-e-s-cor-preto/p/MLB18593688;;;;
676;4;Games;N/A;Kit 8 Grip Protetor Analógico Compatível Ps3 Ps4 Ps5 Xbox Diversos;19,00;4,9;4108;https://www.mercadolivre.com.br/kit-8-grip-protetor-analogico-compativel-ps3-ps4-ps5-xbox/up/MLBU3121436041;;;;
677;5;Games;MLB36695087;Controle Gamesir T4 Nova Lite Sem Fio Para Pc Switch Android Ios Steam Celular Hall Effect Cor Branco;249,90;4,9;7175;https://www.mercadolivre.com.br/controle-gamesir-t4-nova-lite-sem-fio-para-pc-switch-android-ios-steam-celular-hall-effect-cor-branco/p/MLB36695087;;;;
679;7;Games;MLB22778772;Controle Para Xbox 360 Com Fio Android Cor Preto Console Marca Redfin Joystick Manete Gamepass Steam Tv Pc Android Pc Controle Pc Gamer;48,90;4,8;4095;https://www.mercadolivre.com.br/controle-para-xbox-360-com-fio-android-cor-preto-console-marca-redfin-joystick-manete-gamepass-steam-tv-pc-android-pc-controle-pc-gamer/p/MLB22778772;;;;
681;9;Games;MLB53429683;Microfone Lapela Sem Fio Mymotors Tipo C Para Android E iPhone Anti-ruído;78,90;4,6;2206;https://www.mercadolivre.com.br/microfone-lapela-sem-fio-mymotors-tipo-c-para-android-e-iphone-anti-ruido/p/MLB53429683;;;;
682;10;Games;MLB27417618;Fone Headset Gamer Havit H2230d P2 P3 3,5mm Microfone Removível Consoles Pc Preto;129,00;4,7;4989;https://www.mercadolivre.com.br/fone-headset-gamer-havit-h2230d-p2-p3-35mm-microfone-removivel-consoles-pc-preto/p/MLB27417618;;;;
684;12;Games;MLB10312323;Controle Ps4 Sem Fio Sony Playstation 4 Dualshock 4 Ps4 God Of War;256,37;4,8;9621;https://www.mercadolivre.com.br/controle-ps4-sem-fio-sony-playstation-4-dualshock-4-ps4-god-of-war/p/MLB10312323;;;;
685;13;Games;MLB57770155;Controle Sem Fio Bluetooth Para Ps4 Videogame Joystick Tv Samsung Pc P4 Ps 4 Dual Shock Manete Pc Gamer Tv Smart Controle Bluetooth Sem Fio Celular Headset Com P2 Cor Preto - Marca Redfin;53,70;4,7;4233;https://www.mercadolivre.com.br/controle-sem-fio-bluetooth-para-ps4-videogame-joystick-tv-samsung-pc-p4-ps-4-dual-shock-manete-pc-gamer-tv-smart-controle-bluetooth-sem-fio-celular-headset-com-p2-cor-preto-marca-redfin/p/MLB57770155;;;;
686;14;Games;N/A;Controle Colorido Sem Fio Compativel Com Ps4 Pc Celular Preto;173,94;4,7;2259;https://www.mercadolivre.com.br/controle-colorido-sem-fio-compativel-com-ps4-pc-celular/up/MLBU3094415486;;;;
687;15;Games;MLB62495926;Carregador Controle Ps5 Controle Dualsense Sony;278,00;5,0;7811;https://www.mercadolivre.com.br/carregador-controle-ps5-controle-dualsense-sony/p/MLB62495926;;;;
688;16;Games;MLB28965400;Headset Qcy H3 Anc Adaptativo Bluetooth 5.3 Multiponto 60h Cor Azul;298,00;4,9;14734;https://www.mercadolivre.com.br/headset-qcy-h3-anc-adaptativo-bluetooth-53-multiponto-60h-cor-azul/p/MLB28965400;;;;
689;17;Games;MLB13586527;Cartão Micro Sd 32gb 16tbw Western Digital;46,99;4,9;5842;https://www.mercadolivre.com.br/carto-micro-sd-32gb-16tbw-western-digital/p/MLB13586527;;;;
707;1;Indústria e Comércio;MLB63616098;10 Sacolas Surpresa De Papel | Cores Lisas - 23x16x6cm Cor Liso Azul Bebe;20,99;4,7;1083;https://www.mercadolivre.com.br/10-sacolas-surpresa-de-papel-cores-lisas-23x16x6cm-cor-liso-azul-bebe/p/MLB63616098;;;;
708;2;Indústria e Comércio;MLB64170959;Papel Adesivo Envelopar Geladeira Fogão Prata Tipo Inox 3mt Cor Cinza Grafite;37,75;4,6;2137;https://www.mercadolivre.com.br/papel-adesivo-envelopar-geladeira-fogo-prata-tipo-inox-3mt-cor-cinza-grafite/p/MLB64170959;;;;
709;3;Indústria e Comércio;MLB53025656;Wap Aspirador De Pó Vertical 3 Em 1 Silent Speed Max;259,00;4,9;20162;https://www.mercadolivre.com.br/wap-aspirador-de-po-vertical-3-em-1-silent-speed-max/p/MLB53025656;;;;
710;4;Indústria e Comércio;MLB50744239;Maquininha De Cartão Mercado Pago Point Smart 2 - Chip Tim 127/220v;210,55;4,9;2945;https://www.mercadolivre.com.br/maquininha-de-carto-mercado-pago-point-smart-2-chip-tim/p/MLB50744239;;;;
711;5;Indústria e Comércio;MLB34698946;Máquina De Gelo Turbo Ice Premium, Mondial, 120w - Mg-12-gi;585,81;4,8;4932;https://www.mercadolivre.com.br/maquina-de-gelo-turbo-ice-premium-mondial-120w-mg-12-gi/p/MLB34698946;;;;
712;6;Indústria e Comércio;MLB64485403;Colete Refletivo Segurança Bolso Faixa Sinalizador Trânsito Cor Laranja Tamanho Do Colete Refletivo Gg;21,90;4,8;2533;https://www.mercadolivre.com.br/colete-refletivo-seguranca-bolso-faixa-sinalizador-trnsito-cor-laranja-tamanho-do-colete-refletivo-gg/p/MLB64485403;;;;
713;7;Indústria e Comércio;MLB58504778;Balança Digital Eletrônica Comercial 40kg Precisão Mercado Azul Hold On.;183,00;4,8;1365;https://www.mercadolivre.com.br/balanca-digital-eletrnica-comercial-40kg-preciso-mercado-azul-hold-on/p/MLB58504778;;;;
714;8;Indústria e Comércio;MLB23065004;Caneta Bic Cristal Esferográfica Com 10 Cores Fashion Ponta 1.2mm;23,22;4,9;2097;https://www.mercadolivre.com.br/caneta-bic-cristal-esferografica-com-10-cores-fashion-ponta-12mm/p/MLB23065004;;;;
715;9;Indústria e Comércio;MLB-4088366463;Mercado Pago Point Air 2 Maquininha De Cartão 4g Wifi Nfc;49,47;4,9;4046;https://produto.mercadolivre.com.br/MLB-4088366463-mercado-pago-point-air-2-maquininha-de-carto-4g-wifi-nfc-_JM;;;;
716;10;Indústria e Comércio;MLB29641256;Escrivaninha Jr Moveis Vitória De 70m X 78cm X 40cm Branco;74,99;4,5;5516;https://www.mercadolivre.com.br/escrivaninha-jr-moveis-vitoria-de-70m-x-78cm-x-40cm-branco/p/MLB29641256;;;;
717;11;Indústria e Comércio;MLB42332090;Fita Antiderrapante Ultra Fitas Cinza 5cm X 20m Escadas Externas;63,89;4,7;9728;https://www.mercadolivre.com.br/fita-antiderrapante-ultra-fitas-cinza-5cm-x-20m-escadas-externas/p/MLB42332090;;;;
718;12;Indústria e Comércio;MLB24836426;30 Fitas Adesivas 45mm X 100m Transparente 30 Rolos;126,00;4,7;4979;https://www.mercadolivre.com.br/30-fitas-adesivas-45mm-x-100m-transparente-30-rolos/p/MLB24836426;;;;
719;13;Indústria e Comércio;MLB25826262;1.000 Etiqueta Térmica Sem Rolo 10x15 /100x150 Formato Resma Cor Branco Autopel;41,61;4,8;1189;https://www.mercadolivre.com.br/1000-etiqueta-termica-sem-rolo-10x15-100x150-formato-resma-cor-branco-autopel/p/MLB25826262;;;;
720;14;Indústria e Comércio;MLB22615810;Agulha HiPodérmica Descartável 20x0,55mm Medix Caixa Com 100 Unidades;18,33;4,9;5156;https://www.mercadolivre.com.br/agulha-hipodermica-descartavel-20x055mm-medix-caixa-com-100-unidades/p/MLB22615810;;;;
721;15;Indústria e Comércio;MLB22619829;Caneta Bic Azul Esferográfica Cristal 50 Unidades 1.0 Mm Cx Cor Do Exterior Transparente;41,00;4,9;4913;https://www.mercadolivre.com.br/caneta-bic-azul-esferografica-cristal-50-unidades-10-mm-cx-cor-do-exterior-transparente/p/MLB22619829;;;;
722;16;Indústria e Comércio;MLB36653909;Adesivo Decorativo Preto Brilho Envelopamento 5mx50cm;69,99;4,6;1962;https://www.mercadolivre.com.br/adesivo-decorativo-preto-brilho-envelopamento-5mx50cm/p/MLB36653909;;;;
723;17;Indústria e Comércio;MLB63778234;Bag Motoboy Capa Mochila Delivery Reforçada Sem Isopor Cor Roxo;69,74;4,5;1615;https://www.mercadolivre.com.br/bag-motoboy-capa-mochila-delivery-reforcada-sem-isopor-cor-roxo/p/MLB63778234;;;;
724;18;Indústria e Comércio;MLB16323394;Máquina De Costura Reta Singer Facilita Pro 4423 Portátil - Cinza 127v;1601,11;4,9;14668;https://www.mercadolivre.com.br/maquina-de-costura-reta-singer-facilita-pro-4423-portatil-cinza/p/MLB16323394;;;;
725;19;Indústria e Comércio;MLB29739624;Cadeira Escritório Python Fly Ergonômica Branca Cinza Giratória Xhocb07;436,00;4,6;3853;https://www.mercadolivre.com.br/cadeira-escritorio-python-fly-ergonmica-branca-cinza-giratoria-xhocb07/p/MLB29739624;;;;
745;1;Informática;MLB50292194;Sony Playstation Store Gift Card R$ 60 (digital);60,00;5,0;27510;https://www.mercadolivre.com.br/sony-playstation-store-gift-card-r-60-digital/p/MLB50292194;;;;
746;2;Informática;MLB48929373;Mouse Sem Fio Recarregável Wireless Optico Led Rgb Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Davely Preto;23,76;4,8;67204;https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-davely-preto/p/MLB48929373;;;;
747;3;Informática;MLB44169901;Papel Fotográfico 150g Glossy Masterprint A4 50 Folhas Cor Branco;21,22;4,9;33660;https://www.mercadolivre.com.br/papel-fotografico-150g-glossy-masterprint-a4-50-folhas-cor-branco/p/MLB44169901;;;;
748;4;Informática;MLB26212094;Filamento Pla 1.75mm Premium Alto Teor De Pureza 1kg Cor Cinza Claro Voolt3d;140,80;4,9;19916;https://www.mercadolivre.com.br/filamento-pla-175mm-premium-alto-teor-de-pureza-1kg-cor-cinza-claro-voolt3d/p/MLB26212094;;;;
754;2;Instrumentos Musicais;MLB53924359;Caixa De Som Bluetooth À Prova D'água Boombox 4 Jbl - Preta;2999,00;4,9;5237;https://www.mercadolivre.com.br/caixa-de-som-bluetooth-prova-dagua-boombox-4-jbl-preta/p/MLB53924359;;;;
755;3;Instrumentos Musicais;N/A;Microfone Lapela Sem Fio Duplo A'gold Anti Ruido Ia C/ Imã Preto;103,60;4,9;465;https://www.mercadolivre.com.br/microfone-lapela-sem-fio-duplo-agold-anti-ruido-ia-c-ima/up/MLBU3382704561;;;;
756;4;Instrumentos Musicais;MLB26237155;Flauta Doce Soprano Yamaha Yrs23g Germanica Cor Bege;39,00;4,9;5457;https://www.mercadolivre.com.br/flauta-doce-soprano-yamaha-yrs23g-germanica-cor-bege/p/MLB26237155;;;;
757;5;Instrumentos Musicais;MLB24483545;Microfone Gamer Condensador Tomate Mt-1060r Me6s Profissional Rgb Usb Para Pc Gaming, Mesa E Streaming Compatível Com Windows, Mac, Ps4, Ps5 Alta Sensibilidade E Qualidade De Som Preto;119,90;4,8;1983;https://www.mercadolivre.com.br/microfone-gamer-condensador-tomate-mt-1060r-me6s-profissional-rgb-usb-para-pc-gaming-mesa-e-streaming-compativel-com-windows-mac-ps4-ps5-alta-sensibilidade-e-qualidade-de-som-preto/p/MLB24483545;;;;
759;7;Instrumentos Musicais;MLB53807263;Jogo De Cordas Giannini Genw Para Violão Clássico Nylon Médio Série Canário Som Encorpado, Tensão Média, Ideal Para Estudo E Apresentações Qualidade E Tradição Brasileira;22,77;4,8;822;https://www.mercadolivre.com.br/jogo-de-cordas-giannini-genw-para-violo-classico-nylon-medio-serie-canario-som-encorpado-tenso-media-ideal-para-estudo-e-apresentacoes-qualidade-e-tradico-brasileira/p/MLB53807263;;;;
760;8;Instrumentos Musicais;MLB26408339;Pandeiro Profissional Izzo Pele Preta 10 Corpo Abs 6480 Cor Preto;54,04;4,8;5253;https://www.mercadolivre.com.br/pandeiro-profissional-izzo-pele-preta-10-corpo-abs-6480-cor-preto/p/MLB26408339;;;;
761;9;Instrumentos Musicais;N/A;Kit 5 Pares De Baquetas De Bateria Profissional Vanguarda Madeira 7a;37,32;4,7;1945;https://www.mercadolivre.com.br/kit-5-pares-de-baquetas-de-bateria-profissional-vanguarda/up/MLBU1474179527;;;;
762;10;Instrumentos Musicais;MLB63956448;Kit Violão Eletroacústica P/iniciante Com Afinador+acessório Cor Cor Do Pôr Do Sol Material Do Diapasão Wengué Orientação Da Mão Destro;449,98;4,6;615;https://www.mercadolivre.com.br/kit-violo-eletroacustica-piniciante-com-afinadoracessorio-cor-cor-do-pr-do-sol-material-do-diapaso-wengue-orientaco-da-mo-destro/p/MLB63956448;;;;
763;11;Instrumentos Musicais;MLB35876969;Flauta Yamaha Barroca Soprano Yrs-24b Com Bag;77,78;4,9;4915;https://www.mercadolivre.com.br/flauta-yamaha-barroca-soprano-yrs-24b-com-bag/p/MLB35876969;;;;
