Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Link;Características;Nota Comentário;Data Comentário;Comentário
867;15;Livros, Revistas e Comics;N/A;Devocional Café Com Deus Pai 2026/ Capa Brochura + Copo;63,98;5,0;352;https://www.mercadolivre.com.br/devocional-cafe-com-deus-pai-2026-capa-brochura--copo/up/MLBU3118162055;N/A;4;02/01/2026;Sem texto
868;16;Livros, Revistas e Comics;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2058;https://www.mercadolivre.com.br/livro-a-empregada-bem-vinda-familia-de-freida-mcfadden-editorial-editora-arqueiro-capa-mole-em-portugus-2023/p/MLB29920148;N/A;5;09/04/2024;"Um suspense de tirar o fôlego.
Muito bem escrito.
Com um final surpreendente."
868;16;Livros, Revistas e Comics;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2058;https://www.mercadolivre.com.br/livro-a-empregada-bem-vinda-familia-de-freida-mcfadden-editorial-editora-arqueiro-capa-mole-em-portugus-2023/p/MLB29920148;N/A;5;14/03/2024;Amei, muito bom livro, veio direitinho. Recomendo. Livro capa mole de tamanho normal, assim como foi anunciado.
868;16;Livros, Revistas e Comics;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2058;https://www.mercadolivre.com.br/livro-a-empregada-bem-vinda-familia-de-freida-mcfadden-editorial-editora-arqueiro-capa-mole-em-portugus-2023/p/MLB29920148;N/A;5;16/12/2024;Sem texto
868;16;Livros, Revistas e Comics;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2058;https://www.mercadolivre.com.br/livro-a-empregada-bem-vinda-familia-de-freida-mcfadden-editorial-editora-arqueiro-capa-mole-em-portugus-2023/p/MLB29920148;N/A;5;29/10/2025;Amei muito ❣️.
868;16;Livros, Revistas e Comics;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2058;https://www.mercadolivre.com.br/livro-a-empregada-bem-vinda-familia-de-freida-mcfadden-editorial-editora-arqueiro-capa-mole-em-portugus-2023/p/MLB29920148;N/A;5;30/01/2025;Muito bom.
869;17;Livros, Revistas e Comics;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3557;https://www.mercadolivre.com.br/livro-verity-de-hoover-colleen-vol-1-editora-galera-capa-mole-2020/p/MLB19453772;N/A;5;26/08/2022;Muito bom! aos leitores que gostam de um romance misturado com suspense, drama e adrenalina, super recomendo. Top demais!!!!.
869;17;Livros, Revistas e Comics;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3557;https://www.mercadolivre.com.br/livro-verity-de-hoover-colleen-vol-1-editora-galera-capa-mole-2020/p/MLB19453772;N/A;5;11/07/2023;Veio em bom estado, já deixei um spoiler da primeira página aí.
869;17;Livros, Revistas e Comics;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3557;https://www.mercadolivre.com.br/livro-verity-de-hoover-colleen-vol-1-editora-galera-capa-mole-2020/p/MLB19453772;N/A;5;04/05/2023;Livro maravilhoso e um pouco perturbador kkk mas amei ❤️.
869;17;Livros, Revistas e Comics;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3557;https://www.mercadolivre.com.br/livro-verity-de-hoover-colleen-vol-1-editora-galera-capa-mole-2020/p/MLB19453772;N/A;5;28/03/2023;Foi tudo o que eu esperava.
869;17;Livros, Revistas e Comics;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3557;https://www.mercadolivre.com.br/livro-verity-de-hoover-colleen-vol-1-editora-galera-capa-mole-2020/p/MLB19453772;N/A;5;22/04/2024;"Livro muito bom e interessante. Pra quem gosta de drama e suspense, ótima escolha.
A capa dele é mole."
870;18;Livros, Revistas e Comics;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;3967;https://www.mercadolivre.com.br/melhor-do-que-nos-filmes-de-lynn-painter-editora-intrinseca-ltda-capa-mole-edico-brochura-em-portugus-2023/p/MLB22500020;N/A;5;14/01/2025;Essa autora já é uma das minhas favoritas, é esse não é o primeiro livro que eu compro dela. A escrita de lynn painter é bem rapidinha e esse livro é um fofo! recomendo que todos aqueles que são fãs de romances clichês e comédias românticas leiam!.
870;18;Livros, Revistas e Comics;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;3967;https://www.mercadolivre.com.br/melhor-do-que-nos-filmes-de-lynn-painter-editora-intrinseca-ltda-capa-mole-edico-brochura-em-portugus-2023/p/MLB22500020;N/A;5;09/02/2025;Gostei , livro legal a leitura. Veio amassado a capa muito triste por isto.
870;18;Livros, Revistas e Comics;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;3967;https://www.mercadolivre.com.br/melhor-do-que-nos-filmes-de-lynn-painter-editora-intrinseca-ltda-capa-mole-edico-brochura-em-portugus-2023/p/MLB22500020;N/A;5;24/11/2024;Veio com uns cantos amassados mas acredito que seja normal, tirando isso veio em ótimo estado.
870;18;Livros, Revistas e Comics;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;3967;https://www.mercadolivre.com.br/melhor-do-que-nos-filmes-de-lynn-painter-editora-intrinseca-ltda-capa-mole-edico-brochura-em-portugus-2023/p/MLB22500020;N/A;5;09/12/2023;Muito bom. Correspondeu minhas expectativas.
870;18;Livros, Revistas e Comics;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;3967;https://www.mercadolivre.com.br/melhor-do-que-nos-filmes-de-lynn-painter-editora-intrinseca-ltda-capa-mole-edico-brochura-em-portugus-2023/p/MLB22500020;N/A;5;31/10/2024;Muito bom.
871;19;Livros, Revistas e Comics;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason -2017 - Editora Harpercollins Brasil;19,32;4,9;11703;https://www.mercadolivre.com.br/o-homem-mais-rico-da-babilnia-george-s-clason-2017-editora-harpercollins-brasil/p/MLB19424544;N/A;5;10/11/2023;"Livro maravilhoso! muitos conselhos bons para você administrar melhor seus bens ou se reerguer mesmo com um amontoado de dividas.
O livro é curto com 158 páginas, mas nos faz voltar ao passado e aprender muito.
Tenho 18 anos e pretendo aplicar os conselhos deste livro, quem sabe eu volte daqui a 5 anos para contar minha experiência 😂.
Meu contato para quem quiser saber depois: 11 97721-9080.
Boa leitura pessoal!."
871;19;Livros, Revistas e Comics;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason -2017 - Editora Harpercollins Brasil;19,32;4,9;11703;https://www.mercadolivre.com.br/o-homem-mais-rico-da-babilnia-george-s-clason-2017-editora-harpercollins-brasil/p/MLB19424544;N/A;5;18/03/2023;"Muito bom, um dos melhores que ja li.
Você que esta em dúvida se compra ou não está perdendo tempo, compre logo !😁."
871;19;Livros, Revistas e Comics;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason -2017 - Editora Harpercollins Brasil;19,32;4,9;11703;https://www.mercadolivre.com.br/o-homem-mais-rico-da-babilnia-george-s-clason-2017-editora-harpercollins-brasil/p/MLB19424544;N/A;5;09/03/2023;Belo investimento que eu fiz na aquisição deste livro de muita ajuda para melhorar nossa vida financeira.
871;19;Livros, Revistas e Comics;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason -2017 - Editora Harpercollins Brasil;19,32;4,9;11703;https://www.mercadolivre.com.br/o-homem-mais-rico-da-babilnia-george-s-clason-2017-editora-harpercollins-brasil/p/MLB19424544;N/A;5;08/07/2023;Meu marido que pediu para comprar , aparentemente ele gosto muito , mais ainda continuamos pobre kkkk.
871;19;Livros, Revistas e Comics;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason -2017 - Editora Harpercollins Brasil;19,32;4,9;11703;https://www.mercadolivre.com.br/o-homem-mais-rico-da-babilnia-george-s-clason-2017-editora-harpercollins-brasil/p/MLB19424544;N/A;5;06/07/2023;E muito bom para qm esta começando na educação financeira este livro é milenar e um dos primeiros livro sobre a financia.
872;20;Livros, Revistas e Comics;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;32,93;4,9;4739;https://www.mercadolivre.com.br/devocional-mulheres-biblia-feminino-de-viviane-martinello-especifico-vol-unico-editorial-vida-capa-dura-em-portugus-2024/p/MLB40624238;N/A;5;18/09/2024;Eu amei o livro ! tenho os 3 da viviane todos são perfeito! essa mulher foi levantada por deus para liberar palavra de cura para outras mulheres,podem comprar sem medo vc será muito edidificada através desse livro,sem falar q ele é lindo 😊🥰.
872;20;Livros, Revistas e Comics;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;32,93;4,9;4739;https://www.mercadolivre.com.br/devocional-mulheres-biblia-feminino-de-viviane-martinello-especifico-vol-unico-editorial-vida-capa-dura-em-portugus-2024/p/MLB40624238;N/A;5;29/09/2024;Sem texto
872;20;Livros, Revistas e Comics;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;32,93;4,9;4739;https://www.mercadolivre.com.br/devocional-mulheres-biblia-feminino-de-viviane-martinello-especifico-vol-unico-editorial-vida-capa-dura-em-portugus-2024/p/MLB40624238;N/A;5;08/10/2024;Livro original. É emocionante tê-lo em mãos.
872;20;Livros, Revistas e Comics;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;32,93;4,9;4739;https://www.mercadolivre.com.br/devocional-mulheres-biblia-feminino-de-viviane-martinello-especifico-vol-unico-editorial-vida-capa-dura-em-portugus-2024/p/MLB40624238;N/A;5;01/10/2024;Livro lindo, muito organizado, creio que vou ser muitoooo abençoada através dele.
872;20;Livros, Revistas e Comics;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;32,93;4,9;4739;https://www.mercadolivre.com.br/devocional-mulheres-biblia-feminino-de-viviane-martinello-especifico-vol-unico-editorial-vida-capa-dura-em-portugus-2024/p/MLB40624238;N/A;5;16/10/2024;Simplesmente incrível! qualidade ótima e o conteúdo muito abençoado.
873;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;;;;
874;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;;;;
875;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;;;;
876;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;;;;
877;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;;;;
878;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;;;;
879;7;Música, Filmes e Seriados;N/A;Cartão Pré-pago Netflix Digital - R$ 35, Leia Descrição;52,20;4,9;132;https://www.mercadolivre.com.br/cartao-prepago-netflix-digital--r-35-leia-descricao/up/MLBU1728995065;;;;
880;8;Música, Filmes e Seriados;N/A;Pack 4000 Músicas Para Ouvir No Carro Download Imediato Edição Limitada;22,97;3,9;7;https://www.mercadolivre.com.br/pack-4000-musicas-para-ouvir-no-carro--download-imediato/up/MLBU3583813645;;;;
881;9;Música, Filmes e Seriados;MLB57357830;Plastico Vinil Lp 200 - 100 Externos 0.15 + 100 Interno;85,42;4,8;743;https://www.mercadolivre.com.br/plastico-vinil-lp-200-100-externos-015-100-interno/p/MLB57357830;;;;
882;10;Música, Filmes e Seriados;MLB2020183662;Stray Kids - Álbum De Hip-hop E Skzhop [skzhop] /.um.;19,22;4,9;29;https://www.mercadolivre.com.br/stray-kids-album-skzhop-hiptape-hop-skzhop-/p/MLB2020183662;;;;
883;11;Música, Filmes e Seriados;N/A;10 Plásticos Vinil Lp Duplo Double Gatefold 2 Bocas Duplo Gatefold 0.20;34,90;4,8;58;https://www.mercadolivre.com.br/10-plasticos-vinil-lp-duplo-double-gatefold-2-bocas/up/MLBU3494970110;;;;
884;12;Música, Filmes e Seriados;N/A;Plastico Vinil Lp Externo 0,10 - 50 Unidades;26,90;4,8;49;https://www.mercadolivre.com.br/plastico-vinil-lp-externo-010--50-unidades/up/MLBU1415954188;;;;
885;13;Música, Filmes e Seriados;N/A;Parks And Recreation- Coleção Completa! (envio Digital);30,00;4,9;94;https://www.mercadolivre.com.br/parks-and-recreation-colecao-completa-envio-digital/up/MLBU1933107840;;;;
886;14;Música, Filmes e Seriados;N/A;Plastico Vinil Grosso 50 - 25 Externos 0,20 + 25 Internos;37,28;4,9;164;https://www.mercadolivre.com.br/plastico-vinil-grosso-50--25-externos-020--25-internos/up/MLBU1411966255;;;;
887;15;Música, Filmes e Seriados;MLB2051394803;Para Stray Kids - Álbum Skz It Tape [ Do It ] (versão It);55,36;4,8;4;https://www.mercadolivre.com.br/stray-kids-album-skz-it-tape-do-it-version-it-it/p/MLB2051394803;;;;
888;16;Música, Filmes e Seriados;MLB-5308486228;Hinário Ccb 5 Cifrado Para Violão, O Melhor De Todos.;145,53;4,9;172;https://produto.mercadolivre.com.br/MLB-5308486228-hinario-ccb-5-cifrado-para-violo-o-melhor-de-todos-_JM;;;;
889;17;Música, Filmes e Seriados;N/A;15 Plasticos Externo Lp Vinil Gatefold + 15 Internos;29,62;4,8;212;https://www.mercadolivre.com.br/15-plasticos-externo-lp-vinil-gatefold--15-internos/up/MLBU1415832262;;;;
890;18;Música, Filmes e Seriados;MLB-3148939176;Plastico Vinil Lp Interno - 100 Unidades;32,10;4,9;83;https://produto.mercadolivre.com.br/MLB-3148939176-plastico-vinil-lp-interno-100-unidades-_JM;;;;
891;19;Música, Filmes e Seriados;N/A;Plastico Vinil Grosso 100 - 50 Externos 0,20 + 50 Internos;67,72;4,9;55;https://www.mercadolivre.com.br/plastico-vinil-grosso-100--50-externos-020--50-internos/up/MLBU1411927047;;;;
892;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;N/A;4;21/08/2023;Muito bom.
892;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;N/A;5;11/01/2024;Sem texto
892;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;N/A;5;13/04/2025;Sem texto
892;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;N/A;5;22/03/2024;Tubo de excelente qualidade, exatamente o que se é esperado.
892;1;Música, Filmes e Seriados;N/A;Tubo Ressonância Lax Vox Original Etvso 35cmx9 Translucido;22,99;4,9;2880;https://www.mercadolivre.com.br/tubo-ressonancia-lax-vox-original-etvso-35cmx9-translucido/up/MLBU760527427;N/A;5;28/03/2025;Sem texto
893;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;N/A;5;10/04/2022;Muito bom recomendo. Além de proteger seus disco, os plástico ainda dão uma valorizada na sua coleção.
893;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;N/A;5;15/06/2022;Tudo certo! recomendo! 100% ok.
893;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;N/A;5;14/06/2022;Excelente produto. Material de boa qualidade.
893;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;N/A;5;23/03/2024;"Plástico de fora para a capa excelente!.
O plástico interno para o vinil merece ser um pouco mais espesso e aveludado mas o resultado é muito bom e protege! vale a compra!."
893;2;Música, Filmes e Seriados;N/A;Vinil Lps 100 Plásticos - 50 Extra Grosso 0,20 + 50 Internos;74,90;4,9;1179;https://www.mercadolivre.com.br/vinil-lps-100-plasticos--50-extra-grosso-020--50-internos/up/MLBU1479080293;N/A;5;12/02/2022;Recomendo! qualidade otima. Os discos ficam com excelente aparencia.
894;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;N/A;5;28/06/2025;Limpou os meus discos direitinho e até melhorou a qualidade da reprodução! amei!.
894;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;N/A;5;07/02/2025;Tudo ok.
894;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;N/A;5;13/01/2026;Sem texto
894;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;N/A;4;05/10/2025;Muito útil e ajuda na limpeza dos discos de vinil e 78 rpm também.
894;3;Música, Filmes e Seriados;N/A;Vil Limp - Escova De Limpeza Discos De Vinil Lp Erpires;48,30;4,7;229;https://www.mercadolivre.com.br/vil-limp--escova-de-limpeza-discos-de-vinil-lp/up/MLBU1985638071;N/A;5;04/01/2026;Bom.
895;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;N/A;5;07/05/2023;Excelente pra maioria das capas duplas modernas, mas existem algumas capas duplas maiores que necessitam do plástico maior pra gatefold triplo, tenha isso em mente antes de comprar.
895;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;N/A;5;14/10/2025;Sem texto
895;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;N/A;5;15/10/2024;Produto muito bom, serviu perfeitamente em todos meus lps até os duplos, recomendo a todos.
895;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;N/A;5;29/06/2025;Com exceção de algumas edições em capa dura que tenho, todos os meus gatefolds couberam direitinho.
895;4;Música, Filmes e Seriados;N/A;25 Plasticos Externos 0,20 Grosso P/ Lp Vinil Capa Gatefold;34,24;4,9;310;https://www.mercadolivre.com.br/25-plasticos-externos-020-grosso-p-lp-vinil-capa-gatefold/up/MLBU1411923681;N/A;4;20/06/2025;Gostei. Porém alguns plásticos tinham 32, não 32,5 e como tenho uns discos gringos grandes, alguns esse meio centímetro fez falta.
896;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;N/A;5;04/01/2026;Bonito, em perfeito estado.
896;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;N/A;5;05/01/2026;De excelente qualidade.
896;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;N/A;5;10/01/2026;Muito bonito o efeito.
896;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;N/A;5;09/01/2026;Sensacional maravilhoso ficou lindo na minha audio technica.
896;5;Música, Filmes e Seriados;MLB-4367098613;Tapete Acrílico Para Toca Disco Vinil Anti-skating Estática;99,00;4,9;15;https://produto.mercadolivre.com.br/MLB-4367098613-tapete-acrilico-para-toca-disco-vinil-anti-skating-estatica-_JM;N/A;5;20/01/2026;Produto bem fabricado, gostei muito.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;16/02/2024;Muito bom.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;31/03/2023;Muito bom. Renovamos nossas capas.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;06/10/2022;Amei! são de ótima qualidade e os meus discos couberam certinho.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;27/09/2022;Fiquei muito satisfeita com a qualidade do produto, cumpre o que promete.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;4;04/07/2022;Bom produto, os plásticos externos são um pouco justos demais para o tamanho dos discos, mas com cuidado se consegue colocar.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;05/01/2026;Gostei bastante!.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;27/12/2025;Excelente produto. Ótima qualidade e tamanho.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;02/12/2025;Ótima qualidade. Vieram os dois tipos como especificado.
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;4;19/01/2026;"Produto excelente, porém veio tudo junto numa caixa só de papelão, sem a caixa ""original"". Porém, nada que impactou o produto final. Adorei!."
897;6;Música, Filmes e Seriados;N/A;Plastico Vinil Lp 50 - 25 Externos 0,10 + 25 Internos;29,90;4,9;97;https://www.mercadolivre.com.br/plastico-vinil-lp-50--25-externos-010--25-internos/up/MLBU1423857732;N/A;5;14/01/2026;Excelente.
898;7;Música, Filmes e Seriados;N/A;Cartão Pré-pago Netflix Digital - R$ 35, Leia Descrição;52,20;4,9;132;https://www.mercadolivre.com.br/cartao-prepago-netflix-digital--r-35-leia-descricao/up/MLBU1728995065;N/A;5;09/08/2024;Bom obrigada.
898;7;Música, Filmes e Seriados;N/A;Cartão Pré-pago Netflix Digital - R$ 35, Leia Descrição;52,20;4,9;132;https://www.mercadolivre.com.br/cartao-prepago-netflix-digital--r-35-leia-descricao/up/MLBU1728995065;N/A;5;12/09/2025;Muito ótimo.
898;7;Música, Filmes e Seriados;N/A;Cartão Pré-pago Netflix Digital - R$ 35, Leia Descrição;52,20;4,9;132;https://www.mercadolivre.com.br/cartao-prepago-netflix-digital--r-35-leia-descricao/up/MLBU1728995065;N/A;5;17/01/2026;Adorei.
